EVENT,SEQ,FATAL
20150608X64926,Enroute-cruise - Loss of engine power (total),0
20150608X64926,Uncontrolled descent - Collision with terr/obj (non-CFIT),0
20150608X90730,Initial climb - Fire/smoke (non-impact),0
20150608X90730,Taxi-from runway - Evacuation,0
20150608X92806,Taxi - Ground collision,0
20150609X15345,Enroute-cruise - Flight control sys malf/fail,0
20150609X25728,Landing-aborted after touchdown - Abnormal runway contact,0
20150609X25728,Landing-flare/touchdown - Hard landing,0
20150609X25728,Landing-flare/touchdown - Loss of control in flight,0
20150609X25728,Landing-flare/touchdown - Other weather encounter,0
20150609X40345,Enroute-cruise - Flight control sys malf/fail,0
20150609X84508,Landing-landing roll - Collision with terr/obj (non-CFIT),0
20150609X84508,Landing-landing roll - Loss of control on ground,0
20150609X84508,Landing-landing roll - Runway excursion,0
20150609X92540,Landing-landing roll - Collision with terr/obj (non-CFIT),0
20150609X92540,Landing-landing roll - Loss of control on ground,0
20150609X92540,Landing-landing roll - Nose over/nose down,0
20150609X92540,Landing-landing roll - Other weather encounter,0
20150609X92540,Landing-landing roll - Runway excursion,0
20150610X05937,Landing - Collision with terr/obj (non-CFIT),0
20150610X05937,Landing - Nose over/nose down,0
20150610X05937,Landing-flare/touchdown - Runway excursion,0
20150610X15810,Takeoff - Collision with terr/obj (non-CFIT),0
20150610X15810,Takeoff - Loss of control on ground,0
20150610X15810,Takeoff - Runway excursion,0
20150610X80622,Takeoff - Miscellaneous/other,0
20150610X83303,Landing-landing roll - Loss of control on ground,0
20150611X12248,Approach-VFR pattern final - Collision during takeoff/land,0
20150611X12248,Uncontrolled descent - Collision with terr/obj (non-CFIT),0
20150611X25026,Prior to flight - Preflight or dispatch event,0
20150611X25026,Takeoff - Collision with terr/obj (non-CFIT),0
20150611X25026,Takeoff - Runway excursion,0
20150611X71659,Landing-landing roll - Collision with terr/obj (non-CFIT),0
20150611X71659,Landing-landing roll - Loss of control on ground,0
20150611X71659,Landing-landing roll - Runway excursion,0
20150611X71659,Landing-landing roll - Sys/Comp malf/fail (non-power),0
20150611X72534,Landing - Abnormal runway contact,0
20150611X72534,Landing - Hard landing,0
20150611X74851,Enroute-cruise - Turbulence encounter,0
20150613X13604,Landing-landing roll - Collision with terr/obj (non-CFIT),0
20150613X13604,Landing-landing roll - Loss of control on ground,0
20150613X13604,Landing-landing roll - Runway excursion,0
20150614X35207,Landing-landing roll - Sys/Comp malf/fail (non-power),0
20150615X00136,Taxi-to runway - Landing gear collapse,0
20150615X05941,Landing-flare/touchdown - Abnormal runway contact,0
20150615X10136,Takeoff - Aerodynamic stall/spin,0
20150615X12143,Approach-VFR pattern final - Loss of engine power (total),0
20150615X32357,Landing - Abnormal runway contact,0
20150615X32357,Landing - Landing gear not configured,0
20150615X53251,Emergency descent - Off-field or emergency landing,0
20150615X53251,Landing - Nose over/nose down,0
20150615X53251,Maneuvering-low-alt flying - Fuel exhaustion,0
20150615X53251,Maneuvering-low-alt flying - Loss of engine power (total),0
20150615X53251,Prior to flight - Preflight or dispatch event,0
20150615X54151,Approach - Miscellaneous/other,0
20150615X54151,Initial climb - Collision with terr/obj (non-CFIT),0
20150615X54151,Initial climb - Loss of lift,0
20150615X54151,Landing-aborted after touchdown - Attempted remediation/recovery,0
20150615X54151,Landing-landing roll - Other weather encounter,0
20150615X62526,Maneuvering-low-alt flying - Loss of engine power (total),0
20150615X91500,Takeoff - Attempted remediation/recovery,0
20150615X91500,Takeoff - Collision during takeoff/land,0
20150615X91500,Takeoff - Loss of control in flight,0
20150615X91500,Takeoff - Miscellaneous/other,0
20150615X93647,Emergency descent - Loss of engine power (total),0
20150615X93647,Enroute-climb to cruise - Loss of engine power (total),0
20150615X93647,Enroute-climb to cruise - Part(s) separation from AC,0
20150615X93647,Enroute-climb to cruise - Powerplant sys/comp malf/fail,0
20150615X93647,Landing - Collision with terr/obj (non-CFIT),0
20150615X93647,Prior to flight - Aircraft maintenance event,0
20150616X42412,Prior to flight - Aircraft maintenance event,0
20150616X42412,Takeoff - Loss of control on ground,0
20150616X42412,Takeoff - Sys/Comp malf/fail (non-power),0
20150616X50938,Landing - Landing gear collapse,0
20150616X52241,Landing - Nose over/nose down,0
20150616X53414,Takeoff - Loss of control in flight,0
20150616X53414,Takeoff - Nose over/nose down,0
20150616X85216,Landing-landing roll - Loss of control on ground,0
20150616X85216,Landing-landing roll - Nose over/nose down,0
20150616X85216,Landing-landing roll - Runway excursion,0
20150616X92507,Landing-flare/touchdown - Abnormal runway contact,0
20150616X92507,Landing-flare/touchdown - Landing gear not configured,0
20150616X94016,Emergency descent - Collision with terr/obj (non-CFIT),0
20150616X94016,Initial climb - Loss of engine power (total),0
20150617X30910,Landing-landing roll - Abnormal runway contact,0
20150617X30910,Landing-landing roll - Loss of control on ground,0
20150617X30910,Landing-landing roll - Roll over,0
20150617X30910,Maneuvering-hover - Attempted remediation/recovery,0
20150617X30910,Maneuvering-hover - Miscellaneous/other,0
20150617X30910,Post-impact - Cabin safety event,0
20150617X55451,Landing - Hard landing,0
20150618X01302,Approach - Fuel exhaustion,0
20150618X01302,Approach - Loss of engine power (total),0
20150618X01302,Emergency descent - Off-field or emergency landing,0
20150618X01302,Landing - Collision with terr/obj (non-CFIT),0
20150618X01608,Emergency descent - Collision with terr/obj (non-CFIT),0
20150618X01608,Emergency descent - Off-field or emergency landing,0
20150618X01608,Initial climb - Loss of engine power (total),0
20150618X03455,Initial climb - Loss of lift,0
20150618X03455,Initial climb - Off-field or emergency landing,0
20150618X13318,Initial climb - Loss of control in flight,0
20150618X13318,Initial climb - Loss of lift,0
20150618X13318,Uncontrolled descent - Collision with terr/obj (non-CFIT),0
20150618X30530,Enroute-descent - Turbulence encounter,0
20150618X45629,Initial climb - Attempted remediation/recovery,0
20150618X45629,Initial climb - Controlled flight into terr/obj (CFIT),0
20150618X45629,Landing-aborted after touchdown - Loss of control on ground,0
20150618X45629,Landing-flare/touchdown - Abnormal runway contact,0
20150618X45629,Landing-flare/touchdown - Loss of control on ground,0
20150619X15215,Landing-landing roll - Runway excursion,0
20150619X71456,Approach - Loss of engine power (total),0
20150619X71456,Emergency descent - Off-field or emergency landing,0
20150619X71456,Landing-landing roll - Collision with terr/obj (non-CFIT),0
20150620X25408,Takeoff - Loss of engine power (total),0
20150620X25408,Takeoff-rejected takeoff - Collision with terr/obj (non-CFIT),0
20150622X30313,Landing-landing roll - Collision with terr/obj (non-CFIT),0
20150622X30313,Landing-landing roll - Runway excursion,0
20150622X30313,Landing-landing roll - Sys/Comp malf/fail (non-power),0
20150622X32906,Approach - Controlled flight into terr/obj (CFIT),0
20150622X33904,Emergency descent - Collision with terr/obj (non-CFIT),0
20150622X33904,Maneuvering-low-alt flying - Attempted remediation/recovery,0
20150622X33904,Maneuvering-low-alt flying - Loss of control in flight,0
20150622X43026,Emergency descent - Off-field or emergency landing,0
20150622X43026,Post-impact - Roll over,0
20150622X43026,Takeoff - Loss of engine power (total),0
20150622X43026,Takeoff - Powerplant sys/comp malf/fail,0
20150622X43310,Landing-landing roll - Collision with terr/obj (non-CFIT),0
20150622X43310,Landing-landing roll - Loss of control on ground,0
20150622X43310,Landing-landing roll - Other weather encounter,0
20150622X43310,Landing-landing roll - Runway excursion,0
20150622X70018,Emergency descent - Off-field or emergency landing,0
20150622X70018,Initial climb - Loss of engine power (total),0
20150622X70018,Landing - Collision with terr/obj (non-CFIT),0
20150622X71912,Takeoff - Loss of control on ground,0
20150622X71912,Takeoff - Miscellaneous/other,0
20150622X71912,Takeoff - Roll over,0
20150622X84004,Enroute-cruise - Loss of engine power (total),0
20150623X50951,Landing-landing roll - Abnormal runway contact,0
20150623X50951,Landing-landing roll - Loss of control on ground,0
20150623X50951,Landing-landing roll - Other weather encounter,0
20150623X74917,Landing - Collision with terr/obj (non-CFIT),0
20150623X74917,Landing - Loss of control on ground,0
20150623X74917,Landing - Other weather encounter,0
20150624X01443,Takeoff - Collision with terr/obj (non-CFIT),0
20150624X01443,Takeoff - Loss of control on ground,0
20150624X01443,Takeoff - Nose over/nose down,0
20150624X01443,Takeoff - Runway excursion,0
20150624X35258,Approach-VFR go-around - Loss of control in flight,0
20150624X55528,Approach - Windshear or thunderstorm,0
20150624X55528,Landing-flare/touchdown - Landing gear collapse,0
20150624X55528,Landing-flare/touchdown - Landing gear not configured,0
20150624X83047,Approach-VFR pattern final - Loss of control in flight,0
20150624X83047,Landing - Off-field or emergency landing,0
20150624X83047,Landing - Other weather encounter,0
20150624X83047,Landing-landing roll - Collision with terr/obj (non-CFIT),0
20150624X93848,Takeoff - Loss of engine power (partial),0
20150625X04520,Takeoff - Collision with terr/obj (non-CFIT),0
20150625X04520,Takeoff - Runway excursion,0
20150625X33609,Takeoff - Collision with terr/obj (non-CFIT),0
20150625X33609,Takeoff - Loss of control in flight,0
20150625X44335,Takeoff - Aerodynamic stall/spin,0
20150625X44335,Takeoff - Collision with terr/obj (non-CFIT),0
20150625X44335,Takeoff - Loss of control in flight,0
20150625X44335,Takeoff - Loss of lift,0
20150625X72945,Enroute-cruise - Fuel exhaustion,0
20150625X72945,Landing - Collision with terr/obj (non-CFIT),0
20150625X72945,Landing - Off-field or emergency landing,0
20150626X02810,Enroute-cruise - Turbulence encounter,0
20150626X41040,Approach - Controlled flight into terr/obj (CFIT),0
20150629X01239,Landing-flare/touchdown - Abnormal runway contact,0
20150629X01239,Landing-flare/touchdown - Hard landing,0
20150629X01244,Landing - Attempted remediation/recovery,0
20150629X01244,Landing - Collision with terr/obj (non-CFIT),0
20150629X01244,Maneuvering-low-alt flying - Aerodynamic stall/spin,0
20150629X01244,Takeoff - Glider tow event,0
20150629X10505,Landing-landing roll - Loss of control on ground,0
20150629X13115,Prior to flight - Aircraft maintenance event,0
20150629X13115,Takeoff - Collision with terr/obj (non-CFIT),0
20150629X13115,Takeoff - Loss of engine power (partial),0
20150629X22701,Landing - Miscellaneous/other,0
20150629X22701,Landing-aborted after touchdown - Loss of control on ground,0
20150629X22701,Landing-landing roll - Collision with terr/obj (non-CFIT),0
20150629X22701,Landing-landing roll - Runway excursion,0
20150629X34613,Initial climb - Loss of engine power (partial),0
20150629X34613,Landing-flare/touchdown - Hard landing,0
20150629X34613,Landing-flare/touchdown - Landing gear not configured,0
20150629X52446,Maneuvering-low-alt flying - Loss of engine power (partial),0
20150629X52446,Maneuvering-low-alt flying - Unknown or undetermined,0
20150629X52446,Uncontrolled descent - Collision with terr/obj (non-CFIT),0
20150629X60341,Taxi-to runway - Ground collision,0
20150629X63632,Emergency descent - Off-field or emergency landing,0
20150629X63632,Enroute-cruise - Loss of engine power (partial),0
20150629X63632,Landing - Nose over/nose down,0
20150629X64512,Landing-flare/touchdown - Abnormal runway contact,0
20150629X64512,Landing-flare/touchdown - Collision with terr/obj (non-CFIT),0
20150629X64512,Landing-flare/touchdown - Loss of control on ground,0
20150629X64512,Landing-flare/touchdown - Nose over/nose down,0
20150629X71354,Landing - Collision with terr/obj (non-CFIT),0
20150629X71354,Landing - Loss of control in flight,0
20150629X71354,Landing - Loss of lift,0
20150629X71354,Landing - Other weather encounter,0
20150629X71354,Prior to flight - Preflight or dispatch event,0
20150629X72140,Approach-VFR pattern final - Aerodynamic stall/spin,0
20150629X72140,Approach-VFR pattern final - Collision with terr/obj (non-CFIT),0
20150629X72140,Approach-VFR pattern final - Loss of control in flight,0
20150629X72140,Approach-VFR pattern final - Other weather encounter,0
20150629X94226,Takeoff - Collision during takeoff/land,0
20150629X94226,Takeoff - Collision with terr/obj (non-CFIT),0
20150629X94226,Takeoff - Loss of control on ground,0
20150629X94923,Landing - Hard landing,0
20150630X05144,Approach-VFR pattern final - Loss of engine power (total),0
20150630X34507,Landing - Collision during takeoff/land,0
20150630X34507,Landing - Runway excursion,0
20150630X34507,Landing-flare/touchdown - Abnormal runway contact,0
20150630X70800,Landing - Collision with terr/obj (non-CFIT),0
20150630X70800,Landing-aborted after touchdown - Loss of control on ground,0
20150630X70800,Landing-landing roll - Runway excursion,0
20150630X71019,Landing-flare/touchdown - Landing gear not configured,0
20150630X71019,Landing-landing roll - Abnormal runway contact,0
