EVENT,SEQ,FATAL
20120505X75253,Takeoff - Loss of control in flight,0
20120505X75253,Takeoff - Nose over/nose down,0
20120506X42842,Post-impact - Fire/smoke (post-impact),0
20120506X42842,Takeoff - Loss of control on ground,0
20120506X42842,Takeoff - Other weather encounter,0
20120506X80918,Approach-VFR pattern final - Aerodynamic stall/spin,0
20120506X80918,Uncontrolled descent - Collision with terr/obj (non-CFIT),0
20120507X11122,Landing-flare/touchdown - Hard landing,0
20120507X11122,Landing-flare/touchdown - Landing gear collapse,0
20120507X30606,Takeoff - Loss of control on ground,0
20120507X35707,Approach - Collision during takeoff/land,0
20120507X51002,Landing-flare/touchdown - Aerodynamic stall/spin,0
20120507X51002,Landing-flare/touchdown - Hard landing,0
20120508X55013,Landing - Loss of control on ground,0
20120509X11022,Landing-flare/touchdown - Hard landing,0
20120509X15310,Maneuvering - Settling with power/vortex ring state,0
20120509X15310,Uncontrolled descent - Collision with terr/obj (non-CFIT),0
20120509X22013,Standing-engine(s) start-up - Ground collision,0
20120509X22013,Standing-engine(s) start-up - Miscellaneous/other,0
20120509X23224,Initial climb - Landing gear not configured,0
20120509X23224,Initial climb - Sys/Comp malf/fail (non-power),0
20120509X23224,Landing-flare/touchdown - Collision with terr/obj (non-CFIT),0
20120509X23224,Landing-flare/touchdown - Landing gear not configured,0
20120509X23741,Prior to flight - Preflight or dispatch event,0
20120509X23741,Takeoff - Loss of control on ground,0
20120509X23741,Takeoff-rejected takeoff - Attempted remediation/recovery,0
20120509X23741,Takeoff-rejected takeoff - Collision with terr/obj (non-CFIT),0
20120509X45351,Landing - Off-field or emergency landing,0
20120509X45351,Landing-landing roll - Collision with terr/obj (non-CFIT),0
20120509X45351,Maneuvering-low-alt flying - Loss of control in flight,0
20120509X61626,Landing-aborted after touchdown - Collision with terr/obj (non-CFIT),0
20120509X61626,Landing-flare/touchdown - Loss of control in flight,0
20120510X35303,Enroute-cruise - Loss of engine power (total),0
20120510X35303,Landing - Collision with terr/obj (non-CFIT),0
20120510X73152,Landing-flare/touchdown - Cabin safety event,0
20120510X90151,Approach-VFR go-around - Collision with terr/obj (non-CFIT),0
20120510X90151,Approach-VFR go-around - Loss of control in flight,0
20120511X40109,Autorotation - Off-field or emergency landing,0
20120511X40109,Maneuvering-low-alt flying - Loss of engine power (total),0
20120511X40747,Takeoff - Collision with terr/obj (non-CFIT),0
20120511X40747,Takeoff - Loss of control on ground,0
20120511X43758,Takeoff - Collision with terr/obj (non-CFIT),0
20120511X43758,Takeoff - Loss of control on ground,0
20120511X43758,Takeoff - Runway excursion,0
20120511X73555,Enroute-descent - Cabin safety event,0
20120511X73555,Enroute-descent - Turbulence encounter,0
20120511X90756,Standing-engine(s) shutdown - Miscellaneous/other,0
20120513X43605,Landing - Collision with terr/obj (non-CFIT),0
20120513X43605,Landing - Hard landing,0
20120513X43605,Landing - Off-field or emergency landing,0
20120513X43605,Maneuvering - Powerplant sys/comp malf/fail,0
20120513X43605,Prior to flight - Aircraft maintenance event,0
20120513X50125,Initial climb - Loss of engine power (partial),0
20120513X50125,Initial climb - Off-field or emergency landing,0
20120513X50125,Landing-landing roll - Collision with terr/obj (non-CFIT),0
20120513X50502,Landing-flare/touchdown - Loss of control on ground,0
20120513X54536,Emergency descent - Off-field or emergency landing,0
20120513X54536,Enroute-cruise - Loss of engine power (partial),0
20120513X54536,Landing-flare/touchdown - Collision with terr/obj (non-CFIT),0
20120513X63412,Approach-VFR pattern final - Collision during takeoff/land,0
20120513X63412,Approach-VFR pattern final - Loss of control in flight,0
20120514X02114,Landing-landing roll - Collision with terr/obj (non-CFIT),0
20120514X02114,Landing-landing roll - Loss of control on ground,0
20120514X02114,Landing-landing roll - Runway excursion,0
20120514X11605,Takeoff - Windshear or thunderstorm,0
20120514X11605,Takeoff-rejected takeoff - Abnormal runway contact,0
20120514X14622,Landing-landing roll - Dragged wing/rotor/float/other,0
20120514X14622,Landing-landing roll - Loss of control on ground,0
20120514X14622,Landing-landing roll - Other weather encounter,0
20120514X15148,Landing - Landing gear collapse,0
20120514X20559,Unknown - Unknown or undetermined,0
20120514X25049,Landing-landing roll - Loss of control on ground,0
20120514X25049,Landing-landing roll - Nose over/nose down,0
20120514X25049,Landing-landing roll - Runway excursion,0
20120514X31656,Maneuvering-low-alt flying - Aerodynamic stall/spin,0
20120514X31656,Uncontrolled descent - Collision with terr/obj (non-CFIT),0
20120514X31737,Landing - Loss of control in flight,0
20120514X32313,Takeoff - Loss of control in flight,0
20120514X32313,Takeoff - Loss of engine power (partial),0
20120514X32313,Uncontrolled descent - Collision with terr/obj (non-CFIT),0
20120514X33019,Landing-landing roll - Nose over/nose down,0
20120514X33019,Landing-landing roll - Sys/Comp malf/fail (non-power),0
20120514X33812,Landing-flare/touchdown - Landing gear not configured,0
20120514X33812,Maneuvering - Loss of engine power (partial),0
20120514X33812,Prior to flight - Aircraft maintenance event,0
20120514X42049,Enroute - Loss of engine power (total),0
20120514X42505,Landing-flare/touchdown - Hard landing,0
20120514X44333,Landing-landing roll - Landing area overshoot,0
20120514X45343,Landing-landing roll - Runway excursion,0
20120514X50822,Emergency descent - Off-field or emergency landing,0
20120514X50822,Maneuvering - Loss of engine power (total),0
20120514X50822,Uncontrolled descent - Collision with terr/obj (non-CFIT),0
20120514X73210,Maneuvering-low-alt flying - Collision with terr/obj (non-CFIT),0
20120514X73210,Maneuvering-low-alt flying - Loss of control in flight,0
20120514X73210,Maneuvering-low-alt flying - Turbulence encounter,0
20120514X92525,Landing - Off-field or emergency landing,0
20120514X92525,Landing-flare/touchdown - Hard landing,0
20120514X92525,Landing-landing roll - Collision with terr/obj (non-CFIT),0
20120515X10453,Takeoff - Miscellaneous/other,0
20120515X10453,Takeoff-rejected takeoff - Collision during takeoff/land,0
20120515X13641,Landing-landing roll - Loss of control on ground,0
20120515X13641,Landing-landing roll - Runway excursion,0
20120515X14741,Enroute-cruise - Loss of engine power (total),0
20120515X14741,Landing-flare/touchdown - Collision with terr/obj (non-CFIT),0
20120515X71110,Landing-landing roll - Collision with terr/obj (non-CFIT),0
20120515X71110,Landing-landing roll - Dragged wing/rotor/float/other,0
20120515X71110,Landing-landing roll - Landing gear collapse,0
20120515X71110,Landing-landing roll - Loss of control on ground,0
20120515X73651,Landing-landing roll - Loss of control on ground,0
20120515X73651,Landing-landing roll - Nose over/nose down,0
20120515X91833,Landing - Landing gear collapse,0
20120515X91833,Landing - Sys/Comp malf/fail (non-power),0
20120516X00726,Landing-flare/touchdown - Loss of control on ground,0
20120516X00726,Landing-landing roll - Collision with terr/obj (non-CFIT),0
20120516X10209,Enroute-cruise - Collision with terr/obj (non-CFIT),0
20120516X10209,Enroute-cruise - Windshear or thunderstorm,0
20120516X23158,Takeoff-rejected takeoff - Collision with terr/obj (non-CFIT),0
20120516X23158,Takeoff-rejected takeoff - Runway excursion,0
20120517X04631,Approach-VFR pattern final - Loss of control in flight,0
20120517X04631,Uncontrolled descent - Collision with terr/obj (non-CFIT),0
20120517X05337,Landing-landing roll - Loss of control on ground,0
20120517X05337,Landing-landing roll - Runway excursion,0
20120517X10644,Landing-landing roll - Nose over/nose down,0
20120517X50703,Emergency descent - Off-field or emergency landing,0
20120517X50703,Initial climb - Loss of engine power (partial),0
20120517X70802,Takeoff - Collision with terr/obj (non-CFIT),0
20120517X70802,Takeoff - Loss of control on ground,0
20120517X70802,Takeoff - Runway excursion,0
20120517X71921,Initial climb - Loss of control in flight,0
20120517X71921,Landing-flare/touchdown - Collision with terr/obj (non-CFIT),0
20120517X84920,Initial climb - Aerodynamic stall/spin,0
20120517X84920,Initial climb - Attempted remediation/recovery,0
20120517X84920,Prior to flight - Miscellaneous/other,0
20120517X84920,Uncontrolled descent - Collision with terr/obj (non-CFIT),0
20120517X93252,Enroute-cruise - VFR encounter with IMC,0
20120517X93252,Landing-landing roll - Collision with terr/obj (non-CFIT),0
20120517X93252,Landing-landing roll - Loss of control on ground,0
20120517X93252,Maneuvering - Off-field or emergency landing,0
20120518X40139,Landing-landing roll - Abrupt maneuver,0
20120518X40139,Landing-landing roll - Loss of control on ground,0
20120518X95227,Landing-landing roll - Collision with terr/obj (non-CFIT),0
20120518X95227,Landing-landing roll - Loss of control on ground,0
20120518X95227,Landing-landing roll - Other weather encounter,0
20120518X95227,Landing-landing roll - Runway excursion,0
20120519X10915,Emergency descent - Off-field or emergency landing,0
20120519X10915,Landing - Collision with terr/obj (non-CFIT),0
20120519X10915,Maneuvering - Loss of engine power (partial),0
20120519X31317,Landing - Miscellaneous/other,0
20120519X31317,Landing-flare/touchdown - Abnormal runway contact,0
20120519X73148,Emergency descent - Collision with terr/obj (non-CFIT),0
20120519X73148,Initial climb - Loss of engine power (total),0
20120520X30745,Enroute-cruise - Sys/Comp malf/fail (non-power),0
20120520X30745,Maneuvering - Loss of control in flight,0
20120520X30745,Uncontrolled descent - Collision with terr/obj (non-CFIT),0
20120521X01010,Approach-VFR pattern downwind - Fuel exhaustion,0
20120521X01010,Approach-VFR pattern downwind - Loss of engine power (total),0
20120521X01010,Emergency descent - Collision with terr/obj (non-CFIT),0
20120521X01010,Emergency descent - Off-field or emergency landing,0
20120521X02548,Emergency descent - Off-field or emergency landing,0
20120521X02548,Enroute-cruise - Loss of engine power (partial),0
20120521X02548,Enroute-cruise - Powerplant sys/comp malf/fail,0
20120521X02548,Landing-landing roll - Collision with terr/obj (non-CFIT),0
20120521X02548,Landing-landing roll - Nose over/nose down,0
20120521X05217,Enroute-cruise - Loss of engine power (partial),0
20120521X13941,Maneuvering-low-alt flying - Aerodynamic stall/spin,0
20120521X13941,Uncontrolled descent - Collision with terr/obj (non-CFIT),0
20120521X31148,Initial climb - Loss of control in flight,0
20120521X31148,Initial climb - Loss of engine power (partial),0
20120521X31148,Uncontrolled descent - Collision with terr/obj (non-CFIT),0
20120521X45856,Autorotation - Hard landing,0
20120521X45856,Emergency descent - Off-field or emergency landing,0
20120521X45856,Initial climb - Loss of engine power (partial),0
20120521X92853,Landing-landing roll - Collision with terr/obj (non-CFIT),0
20120521X92853,Landing-landing roll - Loss of control on ground,0
20120521X92853,Landing-landing roll - Runway incursion animal,0
20120522X01311,Landing-landing roll - Loss of control on ground,0
20120522X01311,Landing-landing roll - Runway excursion,0
20120522X01311,Landing-landing roll - Sys/Comp malf/fail (non-power),0
20120522X10407,Emergency descent - Collision with terr/obj (non-CFIT),0
20120522X10407,Enroute-descent - Loss of engine power (partial),0
20120522X24616,Maneuvering-low-alt flying - Aerodynamic stall/spin,0
20120522X24616,Maneuvering-low-alt flying - Windshear or thunderstorm,0
20120522X24616,Uncontrolled descent - Collision with terr/obj (non-CFIT),0
20120522X45044,Initial climb - Loss of engine power (total),0
20120522X45044,Landing - Off-field or emergency landing,0
20120522X45044,Landing-flare/touchdown - Roll over,0
20120522X51243,Landing-flare/touchdown - Collision with terr/obj (non-CFIT),0
20120522X51243,Landing-flare/touchdown - Landing area undershoot,0
20120522X51243,Landing-flare/touchdown - Landing gear collapse,0
20120522X53206,Landing-landing roll - Collision during takeoff/land,0
20120522X53206,Landing-landing roll - Loss of control on ground,0
20120523X04047,Enroute-cruise - Part(s) separation from AC,0
20120523X33839,Standing-engine(s) operating - Ground collision,0
20120523X33839,Standing-engine(s) operating - Loss of control on ground,0
20120523X90729,Landing-landing roll - Loss of control on ground,0
20120523X90729,Landing-landing roll - Nose over/nose down,0
20120524X00845,Emergency descent - Off-field or emergency landing,0
20120524X00845,Maneuvering - Controlled flight into terr/obj (CFIT),0
20120524X35326,Landing-flare/touchdown - Abnormal runway contact,0
20120524X35326,Landing-flare/touchdown - Dragged wing/rotor/float/other,0
20120524X35326,Landing-flare/touchdown - Loss of control on ground,0
20120524X42851,Unknown - Controlled flight into terr/obj (CFIT),0
20120524X52756,Landing-flare/touchdown - Landing gear not configured,0
20120524X52756,Landing-flare/touchdown - Nose over/nose down,0
20120524X63256,Landing-flare/touchdown - Miscellaneous/other,0
20120524X63256,Landing-flare/touchdown - Part(s) separation from AC,0
20120524X63256,Landing-flare/touchdown - Roll over,0
20120524X84631,Approach - Attempted remediation/recovery,0
20120524X84631,Approach - Collision with terr/obj (non-CFIT),0
20120524X84631,Approach - Loss of control in flight,0
20120524X84631,Approach - Loss of tail rotor effectiveness,0
20120524X94556,Landing-landing roll - Collision with terr/obj (non-CFIT),0
20120524X94556,Landing-landing roll - Loss of control on ground,0
20120524X94556,Landing-landing roll - Nose over/nose down,0
20120525X13638,Maneuvering-low-alt flying - Low altitude operation/event,0
20120525X13638,Uncontrolled descent - Collision with terr/obj (non-CFIT),0
20120525X15118,Approach-VFR pattern final - Miscellaneous/other,0
20120525X15118,Landing-aborted after touchdown - Miscellaneous/other,0
20120525X15118,Takeoff - Collision with terr/obj (non-CFIT),0
20120525X21726,Landing-flare/touchdown - Loss of control on ground,0
20120525X43737,Approach - Altitude deviation,0
20120525X43737,Approach - Attempted remediation/recovery,0
20120525X43737,Landing-flare/touchdown - Tailstrike,0
20120525X61222,Maneuvering - Aerodynamic stall/spin,0
20120525X61222,Maneuvering - Loss of control in flight,0
20120525X61222,Uncontrolled descent - Collision with terr/obj (non-CFIT),0
20120525X70240,Approach-VFR pattern final - Loss of control in flight,0
20120525X70240,Uncontrolled descent - Collision with terr/obj (non-CFIT),0
20120526X10057,Maneuvering-low-alt flying - Loss of engine power (total),0
20120526X53325,Takeoff-rejected takeoff - Loss of control on ground,0
20120526X53325,Takeoff-rejected takeoff - Nose over/nose down,0
20120527X11518,Maneuvering - Loss of engine power (partial),0
20120527X13641,Landing-landing roll - Loss of control on ground,0
20120527X13641,Maneuvering-low-alt flying - Collision with terr/obj (non-CFIT),0
20120527X13641,Maneuvering-low-alt flying - Low altitude operation/event,0
20120527X24655,Landing-flare/touchdown - Loss of control on ground,0
20120527X24655,Landing-landing roll - Collision with terr/obj (non-CFIT),0
20120527X25257,Emergency descent - Off-field or emergency landing,0
20120527X25257,Landing-landing roll - Collision with terr/obj (non-CFIT),0
20120527X25257,Maneuvering-low-alt flying - Abrupt maneuver,0
20120527X25257,Maneuvering-low-alt flying - Fire/smoke (non-impact),0
20120527X25257,Maneuvering-low-alt flying - Hazardous material leak/spill,0
20120527X25257,Maneuvering-low-alt flying - Sys/Comp malf/fail (non-power),0
20120527X40319,Maneuvering - Aerodynamic stall/spin,0
20120527X40319,Maneuvering - Collision with terr/obj (non-CFIT),0
20120527X63249,Emergency descent - Collision with terr/obj (non-CFIT),0
20120527X63249,Maneuvering-low-alt flying - Loss of engine power (partial),0
20120528X61423,Autorotation - Collision with terr/obj (non-CFIT),0
20120528X61423,Autorotation - Off-field or emergency landing,0
20120528X61423,Enroute-cruise - Loss of engine power (total),0
20120528X61423,Prior to flight - Aircraft maintenance event,0
20120529X01210,Approach-VFR pattern final - Flight control sys malf/fail,0
20120529X01210,Autorotation - Hard landing,0
20120529X01210,Autorotation - Off-field or emergency landing,0
20120529X04821,Takeoff - Loss of control on ground,0
20120529X04821,Takeoff-rejected takeoff - Collision with terr/obj (non-CFIT),0
20120529X04821,Takeoff-rejected takeoff - Runway excursion,0
20120529X15836,Landing - Nose over/nose down,0
20120529X15836,Landing-flare/touchdown - Landing gear not configured,0
20120529X21628,Landing-landing roll - Ground collision,0
20120529X21628,Landing-landing roll - Loss of control on ground,0
20120529X21628,Standing-engine(s) operating - Ground collision,0
20120529X40040,Landing-landing roll - Landing area overshoot,0
20120529X40323,Taxi-to runway - Loss of control in flight,0
20120529X40515,Enroute-cruise - Turbulence encounter,0
20120529X42418,Enroute-cruise - Loss of engine power (total),0
20120529X42418,Landing - Collision with terr/obj (non-CFIT),0
20120530X00208,Landing-flare/touchdown - Loss of control on ground,0
20120530X02155,Emergency descent - Collision with terr/obj (non-CFIT),0
20120530X02155,Initial climb - Fuel starvation,0
20120530X02155,Initial climb - Loss of engine power (partial),0
20120530X14508,Takeoff - Collision with terr/obj (non-CFIT),0
20120530X14508,Takeoff - Miscellaneous/other,0
20120530X20643,Taxi - Collision with terr/obj (non-CFIT),0
20120530X20643,Taxi - Loss of control on ground,0
20120530X22833,Autorotation - Collision with terr/obj (non-CFIT),0
20120530X22833,Maneuvering-low-alt flying - Loss of engine power (total),0
20120530X25031,Landing-flare/touchdown - Collision with terr/obj (non-CFIT),0
20120530X25031,Landing-flare/touchdown - Loss of control in flight,0
20120530X61540,Takeoff - Loss of lift,0
20120530X61540,Uncontrolled descent - Collision with terr/obj (non-CFIT),0
20120530X64155,Standing-engine(s) operating - Ground collision,0
20120530X64155,Standing-engine(s) operating - Ground collision,0
20120530X64155,Taxi-to runway - Ground collision,0
20120530X64155,Taxi-to runway - Ground collision,0
20120530X73010,Takeoff - Collision with terr/obj (non-CFIT),0
20120530X73010,Takeoff - Loss of engine power (partial),0
20120531X03103,Maneuvering-hover - Loss of control in flight,0
20120531X03103,Prior to flight - Aircraft maintenance event,0
20120531X03103,Uncontrolled descent - Collision with terr/obj (non-CFIT),0
20120531X11644,Landing-landing roll - Runway excursion,0
20120531X13740,Takeoff-rejected takeoff - Nose over/nose down,0
20120531X13740,Takeoff-rejected takeoff - Runway excursion,0
20120531X15954,Autorotation - Attempted remediation/recovery,0
20120531X15954,Autorotation - Hard landing,0
20120531X23634,Landing-flare/touchdown - Nose over/nose down,0
20120531X85731,Landing-flare/touchdown - Abnormal runway contact,0
20120531X85731,Landing-flare/touchdown - Landing gear not configured,0
20120531X95046,Other - Sys/Comp malf/fail (non-power),0
20120531X95046,Standing - Aircraft inspection event,0
20120601X24852,Takeoff - Loss of control on ground,0
20120601X24852,Takeoff-rejected takeoff - Abnormal runway contact,0
20120601X70031,Landing - Collision with terr/obj (non-CFIT),0
20120601X70031,Landing - Loss of control on ground,0
20120601X70031,Landing-flare/touchdown - Abnormal runway contact,0
20120601X70031,Landing-flare/touchdown - Landing area overshoot,0
20120601X70031,Landing-landing roll - Attempted remediation/recovery,0
20120603X10958,Landing-landing roll - Loss of control on ground,0
20120603X10958,Landing-landing roll - Nose over/nose down,0
20120604X34645,Landing-landing roll - Runway excursion,0
20120604X40703,Maneuvering-low-alt flying - Collision with terr/obj (non-CFIT),0
20120604X40703,Maneuvering-low-alt flying - Low altitude operation/event,0
20120604X43535,Emergency descent - Off-field or emergency landing,0
20120604X43535,Enroute-cruise - Birdstrike,0
20120604X43535,Enroute-cruise - Flight control sys malf/fail,0
20120604X43535,Landing-flare/touchdown - Hard landing,0
20120604X43535,Landing-flare/touchdown - Roll over,0
20120604X63515,Takeoff - Loss of control on ground,0
20120604X63515,Takeoff - Other weather encounter,0
20120604X75739,Takeoff - Loss of control on ground,0
20120604X75739,Takeoff - Other weather encounter,0
20120605X02929,Landing-landing roll - Loss of control on ground,0
20120605X02929,Landing-landing roll - Runway excursion,0
20120605X24844,Taxi - Ground collision,0
20120605X33610,Maneuvering - Flight control sys malf/fail,0
20120605X33610,Prior to flight - Aircraft maintenance event,0
20120605X34541,Emergency descent - Collision with terr/obj (non-CFIT),0
20120605X34541,Initial climb - Fuel starvation,0
20120605X34541,Initial climb - Loss of engine power (total),0
20120605X44916,Initial climb - Collision with terr/obj (non-CFIT),0
20120605X44916,Landing-aborted after touchdown - Attempted remediation/recovery,0
20120605X44916,Landing-flare/touchdown - Abnormal runway contact,0
20120605X44916,Landing-flare/touchdown - Landing area overshoot,0
20120605X52428,Takeoff - Landing gear collapse,0
20120605X84549,Emergency descent - Loss of engine power (total),0
20120605X84549,Landing-landing roll - Runway excursion,0
20120605X84549,Maneuvering-low-alt flying - Loss of engine power (total),0
20120605X90621,Emergency descent - Off-field or emergency landing,0
20120605X90621,Enroute-cruise - Fuel exhaustion,0
20120605X90621,Enroute-cruise - Loss of engine power (total),0
20120605X90621,Landing-flare/touchdown - Hard landing,0
20120605X91738,Taxi - Miscellaneous/other,0
20120605X94513,Landing-landing roll - Loss of control on ground,0
20120605X94513,Other - Collision with terr/obj (non-CFIT),0
20120606X01241,Landing-landing roll - Loss of control on ground,0
20120606X10315,Landing-flare/touchdown - Loss of control on ground,0
20120606X54214,Initial climb - Unknown or undetermined,0
20120606X72957,Landing - Ground resonance,0
20120606X72957,Prior to flight - Aircraft maintenance event,0
20120606X73319,Enroute-cruise - Fuel starvation,0
20120606X73319,Enroute-cruise - Loss of engine power (total),0
20120606X73319,Landing - Collision with terr/obj (non-CFIT),0
20120606X74300,Emergency descent - Collision with terr/obj (non-CFIT),0
20120606X74300,Initial climb - Fuel starvation,0
20120606X74300,Initial climb - Loss of engine power (total),0
20120607X13317,Takeoff - Miscellaneous/other,0
20120607X13317,Takeoff-rejected takeoff - Attempted remediation/recovery,0
20120607X13317,Takeoff-rejected takeoff - Collision with terr/obj (non-CFIT),0
20120607X13317,Takeoff-rejected takeoff - Loss of control on ground,0
20120607X23516,Landing - Abnormal runway contact,0
20120607X23516,Landing - Aerodynamic stall/spin,0
20120607X23516,Landing - Collision with terr/obj (non-CFIT),0
20120607X23516,Landing - Runway excursion,0
20120607X23516,Post-impact - Evacuation,0
20120607X23516,Post-impact - Hazardous material leak/spill,0
20120607X23516,Post-impact - Part(s) separation from AC,0
20120607X93407,Taxi-from runway - Airport occurrence,0
20120607X93407,Taxi-from runway - Ground collision,0
20120608X20119,Landing-landing roll - Collision with terr/obj (non-CFIT),0
20120608X20119,Landing-landing roll - Loss of control on ground,0
20120608X20119,Landing-landing roll - Runway excursion,0
20120608X34406,Maneuvering - Controlled flight into terr/obj (CFIT),0
20120608X43116,Enroute-descent - Clear air turbulence encounter,0
20120608X52730,Initial climb - Loss of engine power (total),0
20120608X52730,Maneuvering - Collision with terr/obj (non-CFIT),0
20120608X52730,Prior to flight - Aircraft maintenance event,0
20120608X61902,Maneuvering - Midair collision,0
20120608X75330,Landing-landing roll - Abnormal runway contact,0
20120608X75330,Landing-landing roll - Loss of control on ground,0
20120608X90939,Approach-VFR pattern base - Fuel exhaustion,0
20120608X90939,Approach-VFR pattern base - Loss of control in flight,0
20120608X90939,Approach-VFR pattern base - Loss of engine power (total),0
20120608X90939,Uncontrolled descent - Collision with terr/obj (non-CFIT),0
20120609X33249,Landing-flare/touchdown - Abnormal runway contact,0
20120609X33249,Landing-landing roll - Loss of control on ground,0
20120609X55255,Enroute-cruise - Loss of engine power (total),0
20120609X55255,Landing-landing roll - Landing gear collapse,0
20120609X55255,Landing-landing roll - Off-field or emergency landing,0
20120609X71211,Initial climb - Collision during takeoff/land,0
20120609X71211,Landing-flare/touchdown - Loss of control in flight,0
20120611X12331,Emergency descent - Off-field or emergency landing,0
20120611X12331,Post-impact - Fire/smoke (post-impact),0
20120611X12331,Takeoff - Loss of engine power (partial),0
20120611X12331,Unknown - Unknown or undetermined,0
20120611X14110,Approach-VFR pattern final - Collision with terr/obj (non-CFIT),0
20120611X14110,Emergency descent - Off-field or emergency landing,0
20120611X14110,Enroute - Powerplant sys/comp malf/fail,0
20120611X14804,Takeoff - Ground resonance,0
20120611X42019,Enroute-cruise - Loss of engine power (total),0
20120611X42019,Landing-flare/touchdown - Collision with terr/obj (non-CFIT),0
20120611X42019,Prior to flight - Aircraft maintenance event,0
20120611X61654,Landing-landing roll - Collision during takeoff/land,0
20120611X61654,Landing-landing roll - Runway excursion,0
20120611X94825,Landing-landing roll - Loss of control on ground,0
20120612X01249,Approach - Turbulence encounter,0
20120612X05556,Emergency descent - Off-field or emergency landing,0
20120612X05556,Initial climb - Loss of engine power (partial),0
20120612X05556,Landing-landing roll - Collision with terr/obj (non-CFIT),0
20120612X35633,Approach - Loss of control in flight,0
20120612X35633,Approach-VFR pattern final - Collision during takeoff/land,0
20120612X45315,Emergency descent - Off-field or emergency landing,0
20120612X45315,Enroute-descent - Fuel exhaustion,0
20120612X45315,Landing - Hard landing,0
20120612X50856,Landing-flare/touchdown - Collision with terr/obj (non-CFIT),0
20120612X50856,Landing-flare/touchdown - Loss of control in flight,0
20120612X50856,Landing-flare/touchdown - Runway excursion,0
20120612X50927,Initial climb - Collision during takeoff/land,0
20120612X50927,Initial climb - Loss of lift,0
20120612X52521,Maneuvering-aerobatics - Low altitude operation/event,0
20120612X53221,Landing - Loss of control on ground,0
20120612X55857,Landing-landing roll - Collision with terr/obj (non-CFIT),0
20120612X55857,Landing-landing roll - Loss of control on ground,0
20120612X61430,Takeoff-rejected takeoff - Collision with terr/obj (non-CFIT),0
20120612X61430,Takeoff-rejected takeoff - Loss of lift,0
20120612X61430,Takeoff-rejected takeoff - Other weather encounter,0
20120612X61430,Takeoff-rejected takeoff - Runway excursion,0
20120612X62421,Landing-flare/touchdown - Hard landing,0
20120612X62421,Landing-flare/touchdown - Landing gear collapse,0
20120612X94214,Takeoff - Loss of control in flight,0
20120613X03940,Emergency descent - Aerodynamic stall/spin,0
20120613X03940,Initial climb - Loss of engine power (partial),0
20120613X03940,Post-impact - Cabin safety event,0
20120613X03940,Post-impact - Hazardous material leak/spill,0
20120613X03940,Post-impact - Part(s) separation from AC,0
20120613X03940,Uncontrolled descent - Collision with terr/obj (non-CFIT),0
20120613X11834,Landing-landing roll - Landing gear collapse,0
20120613X23202,Takeoff - Loss of control in flight,0
20120613X23202,Takeoff - Runway excursion,0
20120613X31642,Landing-flare/touchdown - Landing area overshoot,0
20120613X31642,Landing-landing roll - Nose over/nose down,0
20120613X31642,Landing-landing roll - Runway excursion,0
20120613X32202,Enroute-climb to cruise - Turbulence encounter,0
20120614X20148,Taxi - Ground collision,0
20120614X20640,Landing-landing roll - Landing gear collapse,0
20120614X21912,Landing-flare/touchdown - Landing gear collapse,0
20120614X42820,Emergency descent - Collision with terr/obj (non-CFIT),0
20120614X42820,Enroute-climb to cruise - Loss of engine power (partial),0
20120614X42820,Enroute-climb to cruise - Loss of engine power (total),0
20120614X65421,Emergency descent - Collision with terr/obj (non-CFIT),0
20120614X65421,Landing - Loss of engine power (partial),0
20120614X84708,Emergency descent - Off-field or emergency landing,0
20120614X84708,Enroute-cruise - Loss of engine power (total),0
20120614X84708,Landing-landing roll - Landing gear collapse,0
20120614X90135,Emergency descent - Off-field or emergency landing,0
20120614X90135,Initial climb - Loss of engine power (partial),0
20120614X90135,Landing - Nose over/nose down,0
20120615X01834,Emergency descent - Collision with terr/obj (non-CFIT),0
20120615X01834,Emergency descent - Off-field or emergency landing,0
20120615X01834,Initial climb - Loss of engine power (total),0
20120615X04516,Initial climb - Loss of control in flight,0
20120615X04516,Uncontrolled descent - Collision with terr/obj (non-CFIT),0
20120615X41333,Landing - Collision with terr/obj (non-CFIT),0
20120615X41333,Landing - Loss of control on ground,0
20120615X41333,Landing - Runway excursion,0
20120615X41437,Landing-flare/touchdown - Hard landing,0
20120615X41437,Takeoff - Loss of engine power (partial),0
20120615X55556,Approach-VFR go-around - Aerodynamic stall/spin,0
20120615X55556,Landing-flare/touchdown - Hard landing,0
20120615X63501,Takeoff - Collision during takeoff/land,0
20120615X74656,Landing-landing roll - Runway excursion,0
20120615X94142,Landing-landing roll - Collision with terr/obj (non-CFIT),0
20120615X94142,Landing-landing roll - Loss of control on ground,0
20120616X00943,Autorotation - Attempted remediation/recovery,0
20120616X00943,Enroute-cruise - Simulated/training event,0
20120616X00943,Uncontrolled descent - Collision with terr/obj (non-CFIT),0
20120616X53520,Maneuvering-aerobatics - Collision with terr/obj (non-CFIT),0
20120616X53520,Maneuvering-aerobatics - Powerplant sys/comp malf/fail,0
20120616X63751,Landing-flare/touchdown - Hard landing,0
20120617X03229,Emergency descent - Off-field or emergency landing,0
20120617X03229,Initial climb - Loss of engine power (partial),0
20120617X03229,Landing - Nose over/nose down,0
20120617X03229,Maneuvering - Loss of engine power (total),0
20120617X03229,Prior to flight - Aircraft inspection event,0
20120617X95025,Landing-flare/touchdown - Landing gear collapse,0
20120617X95025,Post-impact - Fire/smoke (post-impact),0
